0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447
KEGG_LYSOSOME,CTSG,AP1M1,HEXB,CD164,CTSZ,CLTCL1,ABCB9,ATP6V0D2,AP1S1,DMXL1,AP3B1,GUSB,NAGLU,NAGA,AP1S3,NPC1,AGA,TCIRG1,GGA2,SMPD1,LAPTM5,IDS,LGMN,GM2A,AP1G2,PSAP,CTSC,CLTC,WDR7,GNPTG,CTSV,GAA,CTNS,AP3D1,ATP6V0A4,CTSO,DNASE2B,AP4M1,HEXA,SCARB2,IDUA,NAPSA,ATP6V0B,CTSW,ABCA2,GALNS,AP4B1,LAMP3,LIPA,LAMP2,ARSB,SORT1,ATP6AP1,MANBA,SUMF1,ATP6V1H,CLN3,CTSB,AP3S1,HGSNAT,CLN5,CLTA,NCOA7,PLA2G15,MEAK7,GALC,NEU1,ARSA,DNASE2,ENTPD4,ACP2,AP1B1,NAGPA,GNPTAB,AP1G1,GNS,CTSA,ACP5,TPP1,PSAPL1,HYAL4,ATP6V0C,HYAL3,HYAL1,ATP6V0A2,ARSG,M6PR,CTSS,CD68,CTSH,ATP6V0A1,AP1S2,MAN2B1,SLC11A1,CTSE,FUCA1,CLTB,NPC2,FUCA2,AP4E1,AP3B2,DMXL2,CD63,IGF2R,SPAM1,GBA1,GLB1,SLC11A2,CTSK,AP4S1,PPT1,GGA3,LAPTM4A,CTSL,SLC17A5,SGSH,LITAF,GGA1,MCOLN1,LAMP1,HYAL2,ASAH1,MFSD8,AP3S2,ATP6V0D1,LAPTM4B,AP3M2,AP3M1,CTSF,GLA,PPT2,AP1M2,CTSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_PEROXISOME,PEX16,ABCD4,PEX19,ACOX3,FAR1,PRDX5,GNPAT,HSD17B4,AMACR,ACSL5,IDH1,ECI2,PEX5L,ACSL4,DAO,HAO1,PEX10,MVK,NUDT19,EHHADH,CRAT,MLYCD,HACL1,DECR2,XDH,ECH1,SOD1,PEX14,PHYH,ABCD3,GSTK1,HAO2,PRDX1,MPV17L,PXMP4,SLC25A17,DHRS4,PEX1,PEX7,ABCD1,SOD2,PEX11G,ACOT8,HMGCL,EPHX2,PIPOX,SLC27A2,HMGCLL1,PEX11A,PEX2,CAT,PMVK,PXMP2,MPV17,ACOX2,NUDT12,PEX26,ACOX1,NOS2,NUDT7,SCP2,FAR2,ABCD2,BAAT,ACSL6,PEX5,PEX12,AGXT,PEX13,CROT,DDO,PEX6,IDH2,NUDT13,MPV17L2,PAOX,PEX11B,PECR,ACSL1,PEX3,ACAA1,ACSL3,AGPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_AUTOPHAGY_-_ANIMAL,MAP1LC3B2,TBK1,EIF2AK4,DAPK3,MLST8,CALCOCO2,IRS4,DEPTOR,PIK3R1,BECN1,ATG4B,C9orf72,ULK2,ULK1,MAPK3,VPS39,TANK,PLEKHM1,GABARAPL1,BNIP3,YKT6,BCL2L1,TSC1,UVRAG,MAP1LC3BP1,EIF2AK3,PRAP1,ATG2B,PIK3C3,WDR41,MAPK9,INS,TSC2,RPTOR,PIK3CA,GORASP1,SMCR8,IGBP1,IGF1R,WDR45,ATG14,STX7,ATG16L2,ATG13,GABARAP,SQSTM1,RAB1A,RUBCN,MAP2K1,RRAS,VPS16,MTMR4,RAB8A,MAP1LC3A,ATG10,PRKCD,PIK3R3,MTMR3,PRKACA,EPG5,HMGB1,PRKAA2,ZFYVE1,CFLAR,AMBRA1,ATG4C,ATG12,MAP1LC3B,WIPI1,RPS6KB1,VPS33A,ATG2A,ATG5,RAB7B,BIRC6,MRAS,ATG9A,BECN2,RRAGD,TAX1BP1,PIK3R2,LAMP2,CAMKK2,MAPK1,KRAS,VMP1,RRAGB,VAMP8,ATG3,PRKACG,P3R3URF-PIK3R3,WDFY3,CTSB,STX17,NRBF2,HIF1A,OPTN,RAF1,MAP2K2,UBC,PTEN,SUPT20H,ATG16L1,NBR1,GABARAPL2,SUPT20HL1,RAB39B,TP53INP2,RRAGC,SUPT20HL2,RHEB,RPS27A,BCL2,PIK3CB,EIF2S1,MAP1LC3C,WIPI2,RAB33B,DDIT4,ATG7,VPS11,MAPK10,ERN1,BAD,RAB7A,STK11,AKT1S1,PRKCQ,MAP3K7,AKT3,TRAF6,IRS2,MTMR14,PPP2CA,AKT2,GORASP2,PRKACB,HRAS,PIK3R4,ATG9B,PIK3CD,RRAS2,ATG101,SNAP29,UBB,UBA52,NRAS,PRKAA1,SH3GLB1,MTOR,RRAGA,PPP2CB,DAPK1,IRS1,CTSL,VPS41,ITPR1,RB1CC1,LAMP1,ATG4A,AKT1,VPS18,RPS6KB2,PDPK1,ATG4D,DAPK2,WDR45B,CTSD,MAPK8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_AUTOPHAGY_-_OTHER,GABARAP,MLST8,ATG10,PPP2CA,BECN1,ATG4B,ULK2,PIK3R4,ATG9B,GABARAPL1,ATG101,ATG4C,ATG12,ATG16L1,WIPI1,MTOR,GABARAPL2,PPP2CB,ATG2A,PIK3C3,ATG2B,ATG5,ATG9A,BECN2,WIPI2,RPTOR,ATG4A,ATG7,IGBP1,ATG4D,ATG3,ATG13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_MITOPHAGY_-_ANIMAL,TBK1,MAP1LC3B2,AMFR,MON1A,FIS1,CALCOCO2,BNIP3L,TFEB,BECN1,ULK1,GABARAPL1,BNIP3,RAB5A,BCL2L1,SP1,BCL2L13,MARCHF5,MAP1LC3BP1,EIF2AK3,PRKN,MITF,MAPK9,HUWE1,CSNK2A1,MTX2,GABARAP,SQSTM1,RRAS,PHB2,MUL1,MAP1LC3A,TOMM70,USP30,TBC1D17,CCZ1,TOMM40,AMBRA1,CCZ1B,MAP1LC3B,RELA,TFE3,ATF4,JUN,CITED2,FUNDC1,TOMM20L,RAB7B,MRAS,ATG9A,RAB5B,BECN2,TAX1BP1,KRAS,TOMM7,CSNK2A2,ARIH1,RAB5C,HIF1A,MON1B,TP53,OPTN,UBC,NBR1,RHOT1,GABARAPL2,SMURF2,SRC,RPS27A,CSNK2A3,RABGEF1,EIF2S1,MAP1LC3C,MTX3,MAPK10,OPA1,RAB7A,MFN1,RHOT2,USP8,MTX1,NLRX1,MFN2,E2F1,PINK1,HRAS,FOXO3,USP15,FKBP8,ATG9B,CSNK2B,RRAS2,UBB,UBA52,TRAF2,NRAS,SAMM50,TOMM40L,SMURF1,TBC1D15,TOMM20,VCP,SIAH1,PGAM5,MAPK8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_EFFEROCYTOSIS,CAMK2A,S1PR1,STAB1,MAPK11,EPOR,CALR,P2RY2,ATP2A2,CASP3,CD36,MAPK3,VPS39,SPHK1,RAB5A,THBS1,NFATC2,MAPKAPK2,ADAM10,XKR4,ADAM9,SLC16A1,ARNT,NFATC1,RXRA,TMEM30A,PTGS2,CASP1,PTPN11,HAVCR2,DUSP2,BCAR1,SIRPB1,CH25H,PANX1,CD24,CD47,MFGE8,ANO3,MAPK13,ELMO1,CREB1,NR1H2,RAB14,ANO5,ADAM17,CX3CR1,C1QC,ITGAV,PTPN6,SIGLEC10,JAK2,MAP2K1,VPS16,ATP2A3,MERTK,CAMK2G,IL10,CAMK2B,ALOX5,C1QB,EPO,PECAM1,CPT1C,ARG1,AXL,GULP1,SCARF1,ATP11A,SIRPG,TYRO3,SIRPA,VPS33A,XKR6,RAB7B,GAS6,ATP11B,RAB5B,LIPA,PTGER2,ATP8A2,SLC2A1,CRKL,AGER,MAPK1,TIMD4,SIRT1,NFATC3,SLC66A1,PTGER4,XKR7,PLA2G6,ABCA1,RAB5C,NR1H3,DUSP7,PROS1,ARG2,XKR9,PLA2G15,LRP1,HIF1A,ODC1,ANO7,VPS8,ANO4,MAP2K2,RAC1,DNMT3A,C1QA,DUSP5,ANO6,SPHK2,PPARD,DUSP16,ATP11C,CRK,CEBPB,P2RY6,UQCRFS1,CAMK2D,STAB2,PBX1,VPS11,BSG,MEGF11,RAB7A,MAPK14,ITGB3,P2RY12,NFATC4,CX3CL1,ANO9,DOCK1,CPT1A,HAVCR1,PTK2,PPARG,DUSP4,TGFBRAP1,CPT1B,ALOX15,TMEM30B,SGK1,ITGB5,RAB17,TGFB1,DUSP8,XKR8,ADGRB1,VPS41,ATP8A1,CASP7,VPS18,MEGF10,GPR132,ATP2A1,MAPK12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_CELL_CYCLE,GADD45B,YWHAQ,PRKDC,FZR1,PPP2R5C,MAD2L1,SMAD4,ZBTB17,CREBBP,SMAD3,ORC1,SMAD2,CCND1,CCNA1,STAG1,GADD45G,PCNA,CCNH,ESCO1,MCM4,CDC16,CCNB2,CDK6,E2F2,CDC26,RBX1,E2F5,STAG2,BUB3,TGFB3,ORC6,PPP2R5A,HDAC2,SMC1B,CCNE1,WAPL,PTTG2,CDKN1C,ANAPC5,MCM5,MAD2L2,RAD21,ESPL1,CDCA5,BUB1,ANAPC1,SFN,PPP2R5B,ATRX,HDAC1,BUB1B,MAD1L1,TTK,HDAC8,ATR,ANAPC10,ORC2,CUL1,PTTG1,FBXO5,DBF4,CDC45,CCNB3,CCND3,ANAPC7,CCNE2,PPP2R1B,MCM7,TFDP1,MAU2,CCNA2,DBF4B,ORC4,CCND2,NIPBL,YWHAB,CDC7,EP300,GADD45A,TP53,TICRR,WEE1,CDK4,NDC80,CDKN2B,CHEK1,CDK1,CCNB1,PKMYT1,ANAPC2,E2F3,ANAPC11,YWHAH,CHEK2,CDKN2A,DDX11,ANAPC15,RB1,ANAPC13,ANAPC16,ORC5,ORC3,PLK1,CDC25A,SKP2,PPP2R1A,MCM6,MCM2,ATM,CDC20,CDC25B,CDC14A,MCM3,E2F1,PPP2CA,SMC3,PDS5B,MAD2L1BP,KNL1,RBL2,TGFB2,CDK2,CDKN2C,CDK7,CDC14C,AURKB,MDM2,CDC25C,SMC1A,CDKN1B,CDT1,RBL1,PPP2CB,CDKN2D,ABL1,ANAPC4,PPP2R5D,TGFB1,YWHAG,TFDP2,PDS5A,SGO1,TRIP13,YWHAZ,CDC14B,ESCO2,E2F4,WEE2,CDKN1A,CDC23,PPP2R5E,SKP1,GSK3B,MYC,CDC27,CDC6,MTBP,YWHAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_OOCYTE_MEIOSIS,CAMK2A,MAPK11,YWHAQ,FBXO43,PPP2R5C,PLCZ1,MAD2L1,SPDYE18,MAPK3,SPDYE10,SPDYE3,RPS6KA3,MAPK12,ADCY8,SPDYE11,PPP1CA,ADCY6,CDC16,CALM3,CCNB2,PPP3CB,ADCY3,REC8,CDC26,RBX1,ADCY9,INS,MAPK13,ADCY1,PPP2R5A,IGF1R,CPEB3,SPDYE1,CPEB2,SMC1B,CCNE1,MAP2K1,PTTG2,PPP1CB,SPDYE16,CAMK2G,CALM1,ANAPC5,PGR,MAD2L2,ESPL1,BUB1,CAMK2B,CALML5,PPP3CC,ANAPC1,PRKACA,PPP2R5B,RPS6KA1,MAD1L1,RPS6KA2,ANAPC10,IGF1,ADCY4,MAPK1,CUL1,PTTG1,PPP3R1,FBXO5,SPDYE6,CPEB1,BTRC,PRKACG,ANAPC7,CCNE2,PPP2R1B,YWHAB,CALML4,SPDYE12,SPDYE9,CDK1,ITPR3,SPDYA,CALML6,SPDYE13,CCNB1,ADCY5,PKMYT1,ANAPC2,ANAPC11,YWHAH,CAMK2D,ANAPC15,MAPK14,ANAPC13,ANAPC16,STAG3,SPDYE2B,PLK1,CALML3,PPP2R1A,SPDYE8,SPDYE17,SPDYE21,CDC20,PPP2CA,ADCY7,PRKACB,PPP1CC,SMC3,SLK,SPDYE5,CDK2,CPEB4,ADCY2,SPDYE14,ITPR2,CDC25C,SMC1A,SPDYE2,SPDYE4,PPP3CA,PPP2CB,AR,PPP3R2,ANAPC4,PPP2R5D,YWHAG,ITPR1,FBXW11,SPDYE15,SGO1,YWHAZ,CDC23,PPP2R5E,SKP1,CALM2,CDC27,RPS6KA6,SPDYC,AURKA,MOS,YWHAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_APOPTOSIS,GADD45B,CASP12,CTSZ,SEPTIN4,PIK3R1,FOS,CASP3,MAPK3,BCL2L1,TRAF1,GADD45G,SPTAN1,LMNB1,LMNB2,RIPK1,EIF2AK3,TUBA1C,HRK,MAPK9,TUBAL3,TNFRSF1A,BIRC3,TRADD,PIK3CA,BBC3,ACTB,CAPN1,BID,NFKB1,CYCS,TNFRSF10A,CTSC,MAP2K1,CTSV,AIFM1,PIK3R3,TUBA4A,CASP8,BCL2L11,CFLAR,PMAIP1,CTSO,RELA,TP53AIP1,ATF4,JUN,BAX,DIABLO,CTSW,GZMB,LMNA,APAF1,PIK3R2,TUBA1B,IL3,CHUK,CASP2,MAPK1,NFKBIA,KRAS,PARP1,P3R3URF-PIK3R3,TUBA3E,PTPN13,CTSB,XIAP,FADD,PIDD1,ENDOG,DFFB,GADD45A,CASP9,MCL1,TP53,MAP3K5,RAF1,DAB2IP,MAP2K2,TUBA1A,PARP4,ITPR3,BCL2,PIK3CB,EIF2S1,BIRC2,IKBKG,BAD,ERN1,MAPK10,DDIT3,AKT3,IKBKB,DAXX,NTRK1,CTSS,TNFSF10,CTSH,TNFRSF10B,MAP3K14,ATM,AKT2,HRAS,DFFA,ACTG1,CSF2RB,BIRC5,PIK3CD,IL3RA,NGF,TUBA3D,TUBA3C,CAPN2,ITPR2,TRAF2,NRAS,CTSK,CTSL,TUBA8,ITPR1,BAK1,TNF,PARP2,BCL2A1,HTRA2,CASP7,CASP10,AKT1,FAS,FASLG,PDPK1,CASP6,PRF1,PARP3,CTSF,CTSD,MAPK8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_APOPTOSIS_-_MULTIPLE_SPECIES,BID,XIAP,CYCS,FADD,SEPTIN4,NGFR,BECN1,CASP3,BIRC7,CASP9,CASP8,BIRC5,BCL2L11,BCL2L1,PMAIP1,BOK,BIRC6,BAX,DIABLO,BECN2,BCL2,BAK1,APAF1,BIRC2,MAPK9,TNFRSF1A,CASP7,BIRC3,HTRA2,MAPK10,BBC3,MAPK8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_FERROPTOSIS,MAP1LC3B2,GPX4,FTMT,PCBP1,ACSL5,CP,VDAC2,MAP1LC3A,LPCAT3,ACSL4,SLC3A2,CYBB,NCOA4,GCLM,VDAC3,SAT2,SLC39A8,TP53,HMOX1,GSS,TFRC,SLC7A11,GCLC,TF,SLC39A14,ALOX15,MAP1LC3B,SLC11A2,MAP1LC3BP1,ATG5,PCBP2,FTH1,PRNP,ACSL6,STEAP3,SAT1,MAP1LC3C,ATG7,ACSL1,ACSL3,SLC40A1,FTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_NECROPTOSIS,CAMK2A,PLA2G4C,CYBB,CHMP4B,STAT5B,IL1A,PYGM,H2AC7,H2AC16,GLUL,HSP90AB1,NLRP3,STAT6,IFNA14,H2AC15,CHMP1A,RIPK3,RIPK1,IFNA10,IFNAR1,CASP1,VPS4A,RNF31,SPATA2L,TICAM2,GLUD1,MAPK9,H2AX,RNF103-CHMP3,TNFRSF1A,SLC25A4,BIRC3,TRADD,PLA2G4B,SMPD1,ZBP1,CAPN1,H2AC25,PYGB,PPID,BID,SQSTM1,JAK2,TNFRSF10A,SPATA2,H2AC20,IFNA13,VDAC1,TYK2,IFNA2,TNFAIP3,H2AC4,CAMK2G,IFNA7,H2AC13,AIFM1,CAMK2B,MACROH2A1,H2AC18,JAK1,CASP8,H2AB3,CHMP1B,HMGB1,CFLAR,IFNGR1,IFNA5,STAT1,BAX,HSP90AA1,PLA2G4D,PLA2G4F,TRPM7,H2AC21,STAT4,SHARPIN,JAK3,IFNA21,JMJD7-PLA2G4B,PYCARD,CHMP6,TLR3,CHMP7,CHMP2A,TLR4,PARP1,PPIA,FTL,PYGL,RBCK1,XIAP,IFNA6,FADD,STAT2,H2AJ,H2AB1,CHMP4C,H2AC14,IRF9,H2AC6,H2AB2,DNM1L,SLC25A5,SLC25A31,IFNA17,H2AC1,PLA2G4A,TRAF5,H2AC17,FTH1,IFNGR2,BCL2,BIRC2,STAT5A,MLKL,CAMK2D,MAPK10,IL1B,CHMP4A,IFNAR2,TNFSF10,USP21,MACROH2A2,TNFRSF10B,H2AL3,VDAC2,EIF2AK2,H2AC8,H2AC11,VDAC3,STAT3,CAPN2,H2AC19,TRAF2,ALOX15,CHMP2B,H2AZ1,IFNA1,IFNG,IFNA8,SLC25A6,IFNA4,IFNB1,TNF,VPS4B,CHMP3,IL33,H2AC12,GLUD2,FASLG,PLA2G4E,FAS,IFNA16,CYLD,TICAM1,H2AZ2,CHMP5,PGAM5,MAPK8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_P53_SIGNALING_PATHWAY,RRM2B,BID,CCNE1,SESN1,GADD45B,CCNE2,PIDD1,TNFRSF10B,TNFRSF10A,CYCS,ATM,SIVA1,EI24,CD82,CCNG1,TP73,CCND2,CASP3,SERPINB5,GADD45A,CASP9,SESN2,TP53,DDB2,ZMAT3,CASP8,CCND1,THBS1,RCHY1,CDK2,SFN,GTSE1,BCL2L1,GADD45G,RPRM,MDM2,PMAIP1,PTEN,SERPINE1,CDK4,TP53AIP1,SHISA5,TP53I3,CCNB2,GORAB,PPM1D,MDM4,CHEK1,CDK1,CDK6,RRM2,BAX,SESN3,ATR,ADGRB1,CCNB1,COP1,STEAP3,IGF1,BCL2,APAF1,PPP1R13L,CHEK2,TSC2,CCNG2,CDKN2A,CDKN1A,IGFBP3,FAS,BBC3,ZNF385A,AIFM2,SIAH1,PERP,CCND3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
