0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447
KEGG_CELLULAR_SENESCENCE,MAPK11,GADD45B,PIK3R1,SMAD3,MAPK3,IL1A,SMAD2,CCND1,CCNA1,TRAF3IP2,NFATC2,MAPKAPK2,GADD45G,CXCL8,PPP1CA,RAD9A,NBN,TSC1,RAD9B,SERPINE1,CALM3,CCNB2,LIN54,PPP3CB,NFATC1,CDK6,E2F2,HLA-E,E2F5,TSC2,SLC25A4,PIK3CA,MAPK13,TGFB3,CAPN1,HIPK1,PPID,SQSTM1,CCNE1,MAP2K1,RRAS,NFKB1,VDAC1,PPP1CB,LIN9,CALM1,PIK3R3,CALML5,MAP2K3,GATA4,PPP3CC,LIN37,RELA,CACNA1D,ATR,IL6,MRAS,TRPM7,HLA-B,PIK3R2,MAPK1,KRAS,PPP3R1,SIRT1,NFATC3,RASSF5,RAD50,MAP2K6,BTRC,HLA-C,P3R3URF-PIK3R3,CCND3,CCNE2,TGFBR2,CCNA2,TGFBR1,FOXO1,CCND2,CALML4,GADD45A,HLA-G,TP53,HLA-F,ZFP36L1,RAF1,MAP2K2,ETS1,PTEN,TRPV4,EIF4EBP1,CDK4,SLC25A5,CDKN2B,HIPK4,CHEK1,HUS1,CDK1,SLC25A31,ITPR3,CALML6,HIPK2,RHEB,CCNB1,PIK3CB,E2F3,RBBP4,KIR2DL4,CHEK2,CDKN2A,RB1,MAPK14,MCU,NFATC4,AKT3,CALML3,CDC25A,VDAC2,MYBL2,ATM,E2F1,AKT2,PPP1CC,HRAS,FOXO3,VDAC3,RBL2,HLA-A,PIK3CD,TGFB2,CDK2,RRAS2,CAPN2,MDM2,ITPR2,LIN52,NRAS,RAD1,RBL1,FOXM1,ZFP36L2,MTOR,PPP3CA,PPP3R2,TGFB1,HIPK3,SLC25A6,ITPR1,FBXW11,E2F4,CDKN1A,AKT1,MYC,CALM2,MRE11,IGFBP3,MAPK12,CCNB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_FOCAL_ADHESION,LAMB3,FLT1,FYN,COL4A5,SHC4,MYLK4,ACTN1,SOS2,CAV3,PDGFB,MYL2,PIK3R1,THBS4,RAC3,COL9A3,VEGFC,MAPK3,TLN1,RELN,CCND1,THBS1,PAK3,EMP2,PRKCB,COL4A2,LAMA4,PPP1CA,SHC3,LAMA3,PPP1R12A,ILK,COL4A4,LAMC1,BCAR1,PPP1R12B,RAP1B,VEGFD,PRKCA,MAPK9,BUB1B-PAK6,PAK1,COL6A6,BIRC3,PIK3CA,IGF1R,EGF,ACTB,ITGAV,IBSP,RAC2,TNR,COL6A3,ITGA2,MAP2K1,VASP,PPP1CB,ITGB4,ITGB8,PAK4,ITGA8,CAV2,PIK3R3,PIP5K1A,COL6A2,ITGA10,PAK6,EGFR,TNN,PARVG,MYL10,LAMA2,CAV1,JUN,ACTN4,ERBB2,LAMA1,VAV3,IGF1,PIK3R2,ROCK2,TLN2,ITGA4,MAPK1,CRKL,SOS1,MET,TNC,MYLK3,FN1,RAP1A,THBS2,ITGA9,ARHGAP5,LAMB1,P3R3URF-PIK3R3,LAMC3,CCND3,MYL5,PDGFRB,XIAP,VAV1,TNXB,COL9A2,MYL11,ITGA5,CCND2,ROCK1,ITGA6,HGF,COL4A3,RAF1,BRAF,CDC42,RASGRF1,PPP1R12C,CTNNB1,PTEN,LAMB4,MYL9,RAC1,ITGA11,SRC,ITGB1,KDR,MYL12A,VWF,RHOA,DIAPH1,BCL2,CRK,PDGFRA,PIK3CB,BIRC2,COL9A1,VCL,MYLK,EMP1,BAD,MAPK10,PIP5K1B,ITGB3,PAK5,AKT3,MYL7,MYL12B,PDGFD,DOCK1,ITGA7,AKT2,PTK2,PPP1CC,CHAD,PDGFA,LAMB2,HRAS,COL1A2,ACTG1,COL2A1,LAMC2,PIK3CD,ITGA2B,CAPN2,ZYX,VEGFB,ITGB5,PARVA,SPP1,COL4A6,COMP,COL1A1,RAPGEF1,SHC1,GRB2,LAMA5,PGF,FLNB,FLNA,PIP5K1C,VEGFA,PAK2,PXN,ITGA3,ITGA1,COL6A5,SHC2,PARVB,MYLK2,VTN,ELK1,AKT1,ITGB7,COL4A1,PDGFC,ITGB6,PDPK1,THBS3,GSK3B,PRKCG,ARHGAP35,FLT4,COL6A1,VAV2,MAPK8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_ADHERENS_JUNCTION,RADIL,FYN,ACTN1,MYL2,SMAD4,TCF7L1,RAC3,NECTIN1,SMAD3,CREBBP,MAPK3,FER,LEF1,SNAI1,NECTIN4,AFDN,PTPN1,NECTIN2,RAP1B,TCF7L2,CSNK2A1,ACP1,WASF1,IGF1R,ACTB,PTPN6,RAC2,KRIT1,SNAI2,WASF2,YES1,ARHGAP29,PTPRB,EGFR,TJP1,MYL10,ACTN4,ERBB2,ROCK2,MAPK1,MET,RAP1A,CSNK2A2,MYL5,TGFBR2,BAIAP2,FARP2,SORBS1,TGFBR1,MYL11,CTNNA3,ROCK1,EP300,CTNNA1,FGFR1,HEG1,CDC42,CDH5,WAS,CTNNB1,RASIP1,MYL9,RAC1,CCM2,WASF3,SRC,SMURF2,MYL12A,TCF7,CSNK2A3,RHOA,PTPRF,VCL,NECTIN3,MAP3K7,MYL7,MYL12B,PTPRM,CDH1,ACTG1,CSNK2B,LMO7,NLK,PARD3,PDCD10,CTNNA2,IQGAP1,SSX2IP,WASL,SMURF1,INSR,PTPRJ,CTNND1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_TIGHT_JUNCTION,PARD6G,RAPGEF6,EPB41L4B,ACTR3C,CGNL1,OCLN,ACTN1,EZR,ARPC3,MYL2,CLDN20,TIAM1,CCND1,MYH10,PATJ,CLDN22,PRKAG1,MYL6,PCNA,ARPC2,HSPA4,NHERF1,RDX,PARD6B,ARPC1A,AFDN,TUBA1C,PRKCE,CLDN19,MAPK9,TUBAL3,CD1E,CLDN5,LLGL2,NF2,YBX3,CLDN9,ACTB,MICALL2,CLDN4,CFTR,PRKCI,PRKAG2,PARD6A,PRKAB1,VASP,RAB8A,PPP2R2C,CLDN18,TUBA4A,MAP2K7,GATA4,PRKCZ,CLDN34,PRKACA,SYMPK,SYNPO,PRKAA2,SCRIB,TJP1,JAM3,PRKAB2,PPP2R2A,JUN,ACTN4,CD1C,CACNA1D,ERBB2,MARVELD3,DLG1,CTTN,PRKAG3,ARPC4,CLDN6,TUBA1B,ROCK2,AMOTL1,CLDN25,CD1A,DLG2,RUNX1,CRB3,DLG3,CLDN14,RAP1A,ARHGEF2,F11R,PRKACG,ARPC5L,HCLS1,TUBA3E,CGN,IGSF5,PPP2R1B,MAP3K1,ROCK1,MAP3K5,NEDD4,ARPC1B,CDC42,WAS,CDK4,AMOT,MYL9,RAC1,TUBA1A,CD1D,CLDN3,ARHGEF18,SRC,CLDN7,ITGB1,CLDN12,MYL12A,MPDZ,JAM2,RHOA,RAB13,ARPC5,RAPGEF2,NEDD4L,MAPK10,STK11,RAP2C,LLGL1,MYH11,CLDN16,MPP4,WHAMM,MYL12B,MYH14,PPP2R1A,CLDN17,CLDN8,ARHGAP17,PPP2CA,PPP2R2D,TJP2,MYL6B,PRKACB,BVES,ACTG1,CLDN2,TUBA3D,TUBA3C,ACTR2,CLDN23,CLDN24,PALS1,PARD3,PRKAA1,CLDN11,AMOTL2,PPP2CB,CLDN15,CLDN10,ACTR3B,CD1B,PPP2R2B,ACTR3,MYH9,TJP3,MARVELD2,TUBA8,TJAP1,RAB8B,CLDN1,MSN,MAGI1,MAPK8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_GAP_JUNCTION,TUBB2A,SOS2,PDGFB,GRM5,MAPK3,TUBB6,PRKCB,ADCY8,ADCY6,ADCY3,MAP2K5,TUBA1C,TUBB8B,DRD2,PRKCA,GNAI2,GUCY1A1,ADCY9,TUBB3,TUBAL3,CSNK1D,ADCY1,EGF,MAP3K2,MAP2K1,GRM1,TUBB,GUCY1A2,TUBA4A,PRKACA,PRKG1,EGFR,TJP1,GNAQ,PLCB4,GNAI3,TUBB4A,GNA11,TUBA1B,ADCY4,HTR2B,MAPK1,KRAS,TUBB2B,SOS1,GUCY1B1,PRKACG,DRD1,MAPK7,TUBA3E,PDGFRB,PRKG2,ADRB1,TUBB8,RAF1,MAP2K2,HTR2A,GNAS,TUBA1A,SRC,CDK1,ITPR3,ADCY5,TUBB4B,PDGFRA,TUBB1,GNAI1,PDGFD,GJA1,ADCY7,PRKACB,PDGFA,HRAS,PLCB2,TUBA3D,TUBA3C,ADCY2,ITPR2,NRAS,PLCB1,GRB2,HTR2C,LPAR1,TUBA8,GJD2,ITPR1,PLCB3,PDGFC,PRKCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_SIGNALING_PATHWAYS_REGULATING_PLURIPOTENCY_OF_STEM_CELLS,MAPK11,LEFTY2,PCGF6,SMAD4,PIK3R1,WNT5A,APC,SMAD3,MAPK3,SMAD2,INHBC,FGFR2,DUSP9,SMAD9,KLF4,WNT3A,PCGF1,BMP4,HOXB1,FZD1,BMPR1A,LEFTY1,WNT8B,FZD5,FZD3,HOXA1,FZD2,WNT16,SETDB1,AXIN2,DVL2,ACVR2B,PIK3CA,MAPK13,FZD6,JARID2,BMI1,IGF1R,ACVR1,MEIS1,SMAD5,JAK2,MAP2K1,WNT10B,TBX3,FZD9,INHBA,WNT2B,DLX5,DVL3,PIK3R3,ID3,ID2,HESX1,SMAD1,JAK1,NANOGP8,WNT5B,AXIN1,REST,COMMD3-BMI1,BMPR2,PAX6,FGFR4,NODAL,ZFHX3,WNT3,IGF1,PIK3R2,JAK3,WNT9B,POU5F1B,MAPK1,KRAS,ISL1,WNT2,LIFR,ACVR2A,PCGF3,ACVR1C,SKIL,P3R3URF-PIK3R3,MYF5,BMPR1B,WNT7B,FZD10,ID1,ESX1,FGFR1,RAF1,MAP2K2,CTNNB1,WNT10A,POU5F1,SOX2,TCF3,INHBB,WNT1,TCF7,PIK3CB,ONECUT1,RIF1,ESRRB,LHX5,MAPK14,WNT4,AKT3,NEUROG1,WNT7A,WNT9A,ZIC3,AKT2,INHBE,HRAS,HOXD1,FZD8,FGFR3,OTX1,STAT3,FGF2,PIK3CD,ACVR1B,NRAS,PCGF2,WNT6,FZD7,GRB2,SMARCAD1,APC2,WNT8A,ID4,KAT6A,HAND1,AKT1,MYC,IL6ST,NANOG,PCGF5,LIF,FZD4,DVL1,MAPK12,WNT11,GSK3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_MOTOR_PROTEINS,DNAH2,DYNC1I2,DNAH6,BICDL2,TUBB2A,MYO7A,MYH6,DYNLT2,KIFC3,KIF1A,DNAL4,MYL2,DNAH7,DNAH14,TUBG1,MYO9A,TUBB6,KIF7,DYNLRB2,MYH10,CAPZA3,MYL6,MYO1E,KIF13B,ACTR10,MYO18B,TUBA1C,KIF15,MYL4,TUBB8B,MYO7B,TNNC1,DNALI1,TUBB3,KIF12,TUBAL3,ACTR1B,DYNLT3,KIF20B,KIF21A,DYNC1H1,KIF14,KIFAP3,CAPZA2,ACTB,DCTN3,CAPZB,DNAH1,KIF3B,TUBB,DCTN1,MYO1H,KIF3A,DNAH17,KIF2B,TUBA4A,KIF13A,DNAH12,MYH7B,CENPE,ACTG2,KIF22,TNNI2,KIF1C,TNNI1,MYL10,MYO1B,KIF4B,KLC1,TUBB4A,KIF5C,KIF2C,KIF18A,CAPZA1,DNAI4,DCTN2,TUBA1B,KIF18B,TPM3,KIF20A,TUBB2B,DNAI3,KIF21B,MYL1,KIF4A,HOOK3,MYL3,MYH4,MYO1G,TUBA3E,MYH2,MYL5,DYNLRB1,MYO6,DYNLT4,MYO3B,MYH13,DYNC1I1,MYL11,KIF25,KIF17,DNAI1,BICDL1,KIF16B,TUBB8,DNAH8,DNAH3,MYH1,DNAH5,TUBE1,KLC3,DNAH9,DYNC2LI1,MYL9,TUBA1A,DCTN4,KLC2,DYNLL1,TNNC2,KIF5A,MYH15,MYL12A,ACTA1,KIF3C,DCTN6,TUBB4B,TUBB1,MYO1A,ACTC1,MYH8,TNNT2,DYNC1LI1,TPM4,DNAH11,DCTN5,MYO15B,KIF19,DYNLT5,ACTR1A,MYO5B,MYH7,KIFC2,MYH11,MYH14,STARD9,MYL7,DNAI2,KIF2A,MYL12B,TPM2,MYO5A,TNNT3,KIF11,MYL6B,TUBD1,KIF24,MYO15A,ACTG1,DYNLL2,MYO19,DYNC2H1,MYO1D,TUBA3D,TUBA3C,KIF26A,TUBG2,KIF1B,DYNLT1,KLC4,KIF26B,MYO5C,KIF5B,MYO18A,KIF27,KIF23,MYO9B,MYO16,TNNI3,TNNT1,DNAL1,MYO1F,KIFC1,MYH9,TUBA8,KIF6,MYO3A,KIF9,TPM1,DNAH10,MYO1C,MYO10,ACTA2,MYH3,DYNC1LI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_CYTOSKELETON_IN_MUSCLE_CELLS,PDLIM1,ATP1A3,ENO3,MYH6,COL4A5,ATP1A1,OBSCN,AGRN,SDC3,MYL2,ATP1A2,THBS4,COL9A3,TLN1,THBS1,MYH10,SNTB2,CAPZA3,COL4A2,SPTBN4,PDLIM7,SPTAN1,ATP1B1,COL11A2,NRAP,LMNB1,LMNB2,MYOM3,COL24A1,SYNPO2,COL4A4,SNTA1,MYL4,DSP,AMPD2,DES,TNNC1,FMNL3,TTN,COL6A6,MYOM1,COL5A1,LDB3,TMOD3,PKP2,DIAPH2,SUN2,DSG2,NEBL,CAPN3,CAPZA2,MYOZ1,ITGAV,ACTB,FBN3,CAPZB,COL6A3,ITGA2,DAAM2,FMNL1,ITGB4,ITGB8,PDLIM5,ITGA8,COL11A1,FMN2,LMOD2,COL6A2,MYH7B,ITGA10,FBN2,INF2,ANKRD2,EMD,ACTG2,TNNI2,TNNI1,SUN1,TRIM54,FBLN1,LAMA2,DMD,DCN,TCAP,SPTBN1,LAMA1,SDC2,XIRP1,LMNA,CAPZA1,TLN2,PDLIM4,ITGA4,NID1,TPM3,DIAPH3,LBR,MYL1,FN1,THBS2,COL5A2,ITGA9,MYBPC3,ELN,SSPN,MYH4,MYL3,DTNA,MYH2,MYL5,ANK2,TMOD1,ATP1A4,PLEC,SPTBN5,CSRP2,COL9A2,MYH13,MYL11,ITGA5,VIM,TMEM43,CSRP1,ITGA6,MYBPC2,MYH1,SGCB,COL4A3,ATP1B3,FBLN2,FHL3,TMOD4,MYPN,TRIM55,FBN1,ITGA11,MYL9,SPTBN2,XIRP2,ITGB1,TNNC2,FLNC,MYH15,TRIM63,SGCE,ACTA1,TMOD2,DIAPH1,VCAN,ACTC1,COL9A1,CSRP3,COL5A3,MYH8,TNNT2,TPM4,VCL,SNTB1,SGCZ,SGCA,SYNE1,ITGB3,ATP1B2,ENO1,NID2,FHL1,COL3A1,SGCD,FHL2,JUP,MYH7,DSC2,SDC1,MYH11,MYOT,MYBPH,NEB,MYH14,MYL7,TPM2,ITGA7,TNNT3,DAG1,SGCG,SYNE2,PDLIM3,ANKRD23,COL1A2,ACTG1,BGN,ACTN2,DAAM1,ITGA2B,ANKRD1,ZYX,AMPD1,MYOM2,ITGB5,LMOD3,COL4A6,MYBPHL,COMP,COL1A1,CKM,MYBPC1,TNNI3,TNNT1,FMNL2,PDLIM2,LMOD1,MYOZ2,MYOZ3,MYH9,SDC4,HSPG2,ITGA3,ITGA1,COL6A5,SYNE3,TPM1,AMPD3,ITGB7,COL4A1,COL27A1,ITGB6,THBS3,ACTN3,MYH3,ATP1B4,ENO2,COL6A1,ANK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,ACTR3C,RGCC,CYFIP2,ACTN1,EZR,MYLK4,ARPC3,SOS2,PDGFB,MYL2,PIK3R1,RAC3,PFN4,APC,CFL1,MAPK3,TIAM1,PAK3,MYH10,FGFR2,ARPC2,PPP1CA,RDX,SCIN,ARPC1A,PPP1R12A,BRK1,LPAR4,FGF22,BCAR1,PPP1R12B,PIP4K2C,INS,PAK1,FGF20,DIAPH2,WASF1,PIK3CA,C8B,EGF,ACTB,PIKFYVE,PFN3,ITGAV,FGF16,RAC2,C6,ITGA2,FGF7,MAP2K1,RRAS,C7,FGD1,PPP1CB,ITGB4,BDKRB2,ITGB8,PAK4,CFL2,WASF2,SSH1,ITGA8,PIK3R3,NCKAP1,ITGAM,ITGAE,FGF23,PIP5K1A,FGF18,PAK6,ITGA10,ITGB2,ITGAL,EGFR,TMSB4Y,MYL10,LPAR2,FGF6,ACTN4,FGF17,FGFR4,VAV3,FGD3,CXCR4,ARHGEF7,ARPC4,MRAS,LIMK1,CYFIP1,PIK3R2,ROCK2,CHRM5,ITGA4,ARHGEF1,DIAPH3,MAPK1,CRKL,KRAS,SOS1,FGF19,MYLK3,FN1,CYRIB,ITGA9,ARPC5L,P3R3URF-PIK3R3,ABI2,CXCL12,MYL5,MOS,PDGFRB,VAV1,SSH3,BAIAP2,MYL11,ARHGEF6,PIP4K2B,ITGA5,FGF8,GSN,SLC9A1,ROCK1,KNG1,CYRIA,LIMK2,ITGA6,CHRM3,ARHGEF4,IQGAP2,FGFR1,RAF1,ARPC1B,BRAF,CDC42,FGF4,PPP1R12C,MAP2K2,MYL9,RAC1,C5,CHRM1,ITGA11,SRC,ITGB1,MYL12A,ARAF,SSH2,RHOA,DIAPH1,GNG12,CRK,PDGFRA,ARPC5,PIK3CB,PFN2,VCL,MYLK,PIP5K1B,ITGB3,PAK5,AKT3,MYL7,MYL12B,ARHGEF12,DOCK1,PDGFD,MYH11,MYH14,ITGA7,PIP4K2A,PFN1,GIT1,BDKRB1,FGF21,ITGAD,AKT2,PTK2,PPP1CC,PDGFA,HRAS,FGFR3,TMSB4X,FGF5,IQGAP3,ACTG1,CHRM4,FGF2,PIK3CD,ENAH,ACTR2,ITGA2B,RRAS2,C8G,ITGAX,NRAS,ITGB5,FGF1,IQGAP1,C9,SPATA13,FGF10,ACTR3B,MYH9,ACTR3,C8A,PIP5K1C,APC2,FGF9,LPAR1,PAK2,FGF3,PXN,ITGA3,NCKAP1L,LPAR5,ITGA1,F2,WASL,INSRR,GNA12,MYLK2,BUB1B-PAK6,AKT1,ITGB7,PDGFC,ITGB6,CHRM2,GNA13,MSN,F2R,ARHGAP35,VAV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_HEMATOPOIETIC_CELL_LINEAGE,IL4R,EPOR,CD36,IL1A,HLA-DRA,TFRC,HLA-DPA1,CR1,HLA-DQB1,HLA-DRB4,CD24,CD1E,IL5RA,THPO,CSF1,CD8B2,ITGA2,ANPEP,IL11,GP5,MME,CR2,GP1BA,IL11RA,EPO,ITGAM,CD3G,CD37,CD44,HLA-DMB,IGH,CSF2RA,CD1C,CD19,IL2RA,IL5,IL4,CD59,CD5,IL6,CD8A,GYPA,IL3,ITGA4,IL7,CD1A,IL6R,HLA-DRB5,FLT3,CD2,IL1R1,IL1R2,ITGA5,CD33,CD9,ITGA6,CSF2,HLA-DQA1,GP9,FLT3LG,HLA-DOB,FCGR1A,CD1D,GP1BB,HLA-DMA,HLA-DQB2,MS4A1,CD3D,HLA-DRB3,CD8B,ITGB3,IL1B,DNTT,CSF3R,KITLG,HLA-DRB1,HLA-DQA2,KIT,CD34,HLA-DOA,CD7,IL3RA,ITGA2B,CD38,FCER2,HLA-DPB1,CD14,CD3E,CD22,CR1L,CD4,CD1B,IL9R,CSF1R,ITGA3,CSF3,ITGA1,TNF,CD55,IL7R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
